label	text	split
0	 :::Were you the person attacking your user page? Best to just tell me if you were.   	train
0	REDIRECT Talk:Rough-bellied day gecko	test
0	"  A list of sports teams and/or individuals is TRIVIA. Mentioning ""in general"" that corporations or sports teams have used the song is NOT how the article is currently written. The article gives anectotle examples of various entities with NO citations and NO foundation. It is not verifiable nor relevant to this song."	train
0	  == File:Rolls chapel kcl 2.jpg missing description details ==  Dear uploader: The media file you uploaded as File:Rolls chapel kcl 2.jpg is missing a description and/or other details on its image description page. If possible, please add this information. This will help other editors to make better use of the image, and it will be more informative for readers.  If the information is not provided, the image may eventually be proposed for deletion,  a situation which is not desirable, and which can easily be avoided.  If you have any questions please see Help:Image page. Thank you.   	dev
0	"  == Gaga Teeth photo ==  The image notes say the photo comes from ""Teeth"". If you want to contest that statement and know that position might be controversial, try discussing it on one of the talk pages first to build a consensus before acting.   · "	train
1	  This individual is either mentally ill, or is a criminal.  This behavior should be reported to the ISP and the government for appropriate action.	train
0	  :: It seems to me that someone from the FieldTurf company doesn't want an astroturf link.  These products are both artificial grass.  And astroturf is the for runner for it - therefore anyone doing research on FieldTurf should be aware of the products origins - astroturf.  	train
0	  == AfD stuff? ==  I'm a bit confused, but it might be because I'm hurrying to get out the door; I'll check back later. Are you referring to ? Thanks,   •   	train
0	  :: AshLin indicated that there're issues with the article, which shows that 's review is, unfortunately, not detailed enough. I respect AshLin's review, and respect his opinions on whether the article should be passed or not. He thinks the article is not ready to pass just yet, so I put the article back to on hold status. Please note that I haven't take this article out from the list in Wikipedia:Good Articles.  	test
0	  == Why ==  How come when I use Wikipedia it still gives me false or outdated infomation??? Arnt you supposed to stop that!?    	train
0	" :::::::Tell me what relevant info is missing from the parent article. The AfD would look different because it would require much more than ""counting"" votes, and it would discard the numerous METOO, ILIKEIT, and OTHERSTUFF votes that clutter up this page.   "	train
0	" ::::::::::::What does ""you disguised Korean Army""? I'm afraid to say that I can't understand the note at all. The acceptance of the source is not judged by you. The links are easily able to be checked out but you blindly reverted my edit as falsely accusing me doing vandalism"" and a liar. Anyway, I'm so happy that you admit your erroneous edits and lies again after Empress Myeongseong. "	dev
0	something like the Hedgemon from Ender's Game	dev
0	" :Can you please detail how I broke the policies in question? Also note that COI and SPI override ""outing"".  "	test
0	 : This comes rather late, but yes, I think the NOTE: blah blah section is rather unencyclopedic.   	train
0	 :Yes, very beautiful artistic impressions indeed.  	test
0	 :It's already there, in the hidden portion of the list.  It can't be added to the visible section until it appears on a source we can site without getting in trouble, such as Disney's own schedule page (it won't appear there until August 13 at the earliest) or TVGuide.com (One Fine Day is there, but Ronny on Empty is not).  	dev
0	It says that summons play a major part in the story, much as in FF6, 9 and 10. Summons play a large part in the story of FF8, too, although admittedly this isn't revealed until late in the game. If someone could add this, it'd be great.  	train
0	Moving on from that, I too can see an issue with the age of Aldrasto's posts. As I stated previously, my speciality is Egypt, not Rome, but the same issue arises with Egyptian sources of the same era.  Basically, scholars from this period have great difficulty in perceiving, accommodating, or finding language with which to describe beliefs which are not found in Christianity.  Rather, scholars of the period -consciously or not - tend to describe by analogy with Christianity.  An absolute classic example is the translation of maa kherau as 'victorious''triumphant' or 'vindicated'. The words mean 'a true voice' and literally means that what one says will come about - but the underlying concept bears no relation whatsoever to the Christian concept of being saved from sin, having overcome Satan through faith in Christ. The Kemitic Egyptians had nothing that equates to the Christian belief in the need for salvation. The reason for the choice of words appears to be connected to Matthew 17, where Jesus drives out a demon that his disciples had been unable to exorcise, and tells them that with even a little faith they could command mountains to move about. A man who had passed the test of the judgement hall obtained power in Amentet, such that what he commanded to happen would happen, therefore according to the Christian model, this must be because he had in some way achieved the status of a Christian saint.    	train
0	  == You only want what YOU feel is important to be added?  You must be G.W.'s friend. ==  This editor does not feel that ALL the facts should be present in articles.  Does that sound like a smart editor?  (cur) (last)  2nd Piston Honda (Talk | contribs) (so ALL facts belong in the article?)  (cur) (last)  Playnine9 (Talk | contribs) m (it is a FACT, that's why it belongs. Explain to me why it DOESN'T belong.)   YES, ALL OF THE FACTS BELONG, YOU MORON!  Oh, and Hondas are slow.	train
0	"  == Why it this page censored? ==  Im want add this iformation about president""s controvery, but page it semi-protectet. Cant im add this content, or americans peoples can not tolerate the truth, but ""inconvenient"" information about their politicians? Wikipedia tries to act as nezávyslý source infromací, and instead gives you only the word 'comfortable' articles and the ""most appropriate"" information.  What is the objectivity? :  ""Barack Obama was forced to face the accusations, maintaining long-term friendship with prominent American terrorists Bill Ayers and Bernardine Dohrnovou, former leader of the terrorist group Weatherman, which currently is one of the prominent leaders of the extreme left Chicago. [16] However, it showed that he had with Ayers close relationship [17].  Obama previously appointed her husband for green jobs, Van Jones. He previously led the San Francisco Center for Human Rights, focusing on social injustice and collective rights. When the 1992 fires in the Los Angeles race riots, revolutionary essay he wrote: ""We are fighting for justice, our goal is to change the system! Yes, a great revolutionary moment finally arrived. This is our hour, ""[18]  Mentor young Barry Obama in Hawaii was the Negro communist activist and writer, Frank Marshall Davis, who was in the fifties (Mccarthysmus) investigated by the U.S. Chamber of Deputies Committee on un-American activities. Now Davis persuaded the young Obama, which raised his white grandparents from mother's side, the more stressed his black identity and his first name used but not Barry, but Barack.  Obama's wife Michelle during her studies at Princeton is famous works, which described two possible position on the Negro in American society: integrationist and segregacionistický. Integrationist means of the values of American (ie white, capitalist) society and may be a way to success. One can, however, it also in its look as a betrayal černošskosti.  His friends also include the radical pastor Jeremiah Wright. Among his ideas is the claim that HIV was deliberately invented by the U.S. government and used as a weapon against blacks and accused the U.S. government of plotting the attacks of September 11. [19] Wright is one of Obama's close friends, Obama met with him in the eighties .. Obama, Wright and his wife Michelle gave himself, as well as baptized their two daughters. Relations between him and the reverend married Obama's been warm. Barack Obama in 2008, however, distanced himself from Reverend Wright.  In the past, there were also some doubts about the authenticity of Obama's birth certificate [20].  Target of sharp criticism was his effort with the help of subsidies to promote both the industry and ecology, especially the production of cars with electric drive. The Wall Street Journal Europe declared that part of his policy for disaster. [21]""    "	dev
0	"  == Temple Of The Dog (album) ==  Hi there 5, VASCO from PORTUGAL here  Just wanted to improve on this article's grammar, display and other stuff (also important info, like the fact that CHRIS does not play guitar on the record, at least he is not credited), but i see you have reverted most of it more than one time, dunno why.  Since i have alreay had my share of edit wars, i take this time to say to you: rest assured, that article (better ""ARTICLES"", TODG the album and TODG the band) will NEVER be edited by me AGAIN.  Rock on, from PORTUGAL, VASCO AMARAL -   "	train
1	 :Why do you support such vandals as peruvianllama and naconkantari? You use to be cool man. Now you're just GAY.  	train
0	::Thanks .  It seems it worked.  Actuually, you did that while I was editing tha page, and I saw and error when I tried to save it saying that the page had been deleted by an administrator.  Are you and Admin?  I looked at the log, and as far as I can see, you did the move (maybe as an admin, or not); then  (an admin) deleted the mainspace page ... so I am not quite sure what happened, do you know?   ::* 12:19, 2014 February 6 Alexf (talk | contribs) deleted page Talk:Glary Utilities (R2: Cross-namespace redirect from mainspace)  ::* 12:08, 2014 February 6 Davidwr (talk | contribs) moved page Talk:Glary Utilities to User:Enquire/Glary Utilities (talk) (Userfy recently created talk page of previously-deleted article. On request of User:Enquire. See discussion on this page for details.) (revert)  ::* 04:07, 2013 June 24 JamesBWatson (talk | contribs) deleted page Talk:Glary Utilities (G8: Talk page of a deleted page)       	train
0	 Welcome to Wikipedia! We welcome your help to create new content, but your recent additions (such as PCTCBHB) are considered nonsense. Please refrain from creating nonsense articles. If you want to test things out, edit the sandbox instead. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  ~  	dev
0	"Download From Here = http://sharecash.org/download.php?file=1673179 Scanned for viruses  http://www.virustotal.com/analisis/c5... Scan it yourself if you feel as if it's not safe.     (you should ignore them) ========================================­==================== Yahoo Password Crack Hack E-mail Hotmail AOL Webmail Hacking IM Myspace Bebo Hi5 Exploits Network Security Website Download Tool Tutorial 2010 2009 MSN AIM YIM messenger Windows Live Instant Messaging Stealer c racker decoder decrypter download hack hotmail instant msn password stealer windows live Yahoo MSN Gmail Facebook Myspace Hack Hacking Hacker Cracking Password Hotmail Cracker Crack Nexon Free Cash Runescape Membership Nx Code Mems Xbox 360 Live Points and many more things Spec grenade Launcher mini gun PrizeRebel Prize Rebel Official combat arms maple story how to get audition Ca MapleStory for any game Infection specialist Game Card $10 $25 America Europe nx cash code generator free no joke 100% Legit 2010 2/02Free xBox Live Points - 1600 Live Points * Free xBox Live Subscription Codes * Free xBox Live Headset + Camera Kit * Free xBox 360 Wireless Headsets and Controllers * Free Xbox 360 64MB Memory Unit * Free xBox Live Gift Cards - 1 Month * Free xBox Live Gift Cards - 3 Month * Free xBox Live Gift Cards - 12 Month * Free Nexon Game Cards * Free NX Cash - $10 Increments * Free NX Cash - $25 Increments * Free NX Card Codes * Free Wii NunChuck Controller * Free Wii Stuff * Free Wii Points - 2000 * Free Wii Classic Controllers * Free Wii Play with Wii Remote * Free Wii HD Component Cable Sets * Free Wii G-Pak Case, Wii Pro Gamer's Case * Free MapleStory Cash Gift Cards in $10 and $25 Increments * Free 30 Day and 90 Day Cards for Runescape * Free for Sony acebook hack facebook crack hacking facebook cracking facebook generator hack hacker downloader download bypass make free money top earner how to script scripter instant paypal no survey get rich This is a Youtube Video that is all about Make Money Using funny Extremely funny Easy Ways To Make Extra Money Online Make Money Using MySpace. 10 Ways to Make Money with MySpace Make Money on MySpace Make Money with Facebook great resource to make money with MySpace, Facebook, and other social Videos: MySpace Videos. How to Make Money Online using YouTube and Myspace Youtube Video (web 2.0) Get your free report here Now you can learn On MySpace For Profits! MySpace I was doi paypal hack msn yahoo password steal money crack the best free google online share cash sharecash sharecash.org sniffer bank egold 1000 from Hacking Paypal Free Money PayPal Hack Adder make paid survey surveys cash how to howto income easy quick moneyincollege get g-coin coins gunz ijji runescape game rs2 Hack Paypal New Trick And Make Fast Money In 2010 Live Happly tips money cash fund bank loot usa world $$$ dollar earn make pound dinero mind hot fast way glory win cheat cheating final latest work online lazy create buy sell 100% working change exchange paypal paypal hack turkish working new 2010 february add cash hacker bot cheat money online free every day download no scam virus 100% 100 percent works alertpay easy paypal hack how to hacker program real free latest new bank card credit 2010 money generator adder online paypalhax update yt:quality=high paypal hack how to hacker program real free latest new bank card credit 2010 generator online update crack cracked patch patched alertpay money yt:quality=high alertpay/paypal paypal/alertpay YouTube PayPal Money Hack power v1 20 By hackers 2010 mp4 Maplestory hack is stil working God mode and much more paypal hack 2010 real money 100000 to your account in hour free link description paypal hack generator cash money $$$ £££ dollars pounds alertpay cheat credit pay ebay 2009 2010 xbox 360 ps3 wii computers hacking software how music movies bank card pin email password How To Make Money on the Internet at Home Thousands at Your Fingertips how-to-make-money-on-the-internet online myspace adsense making make money cash online business youtube video fast easy free best way make money online with buy sell website reviews tips tricks tutorial opportunities work home jobs thousands fingertips How To Make Money Online using YouTube Make Money Online FREE PAYPAL PROOF HERE How To Get Money For Paypal FREE with swatcash How to Make Money Online with Paypal How to Make Money Online ""Make money online"" See how im earning money for FREE How to Make Money Online With MySpace HOW TO MAKE MONEY ONLINE FAST AND FREDSENSE Make V84 V85 V86 V87 V89 V90 V91 V92 V93 V94 V95 V96 V97 V98 V99 V100 SONY NIKE AKON KONVICT MUSIC Friends hack friends public release PUBLIC"	train
0	"  == Videology page deletion ==  Hi there. This is regarding the deletion of the Videology article I posted yesterday. The reason given was because there was ""no explanation of significance."" I was wondering if I could get more clarification.  According to A7 of the Criteria for Speedy Deletion article, an article must demonstrate why the subject is important or significant. It also states, ""The criterion does apply if the claim of significance or importance given is not credible."" In terms of credibility, it appears clear that the subject of the article has been covered by credible and reliable sources such as the New York Times and revered advertising and technology trade publications such as AdWeek and Tech Crunch.  As an aside, I'd be remiss to note that very similar advertising technologies currently have published Wikipedia articles, such as TubeMogul, YuMe and Adap.tv. Videology seems no less important in the advertising technology industry than these companies, especially when considering coverage in credible media sources as well as the amount of capital invested in Videology.  I'm very interested in discussing this further with you and completely amenable with any suggested ways to improve the article on the subject matter.  Thank you for your help, time and assistance.    JBVG2014"	test
0	 and I can give you a direct citation on the spot if you wish	train
0	 :Some working together should get this article to C status. There are several references for now, it shouldn't be tough to ameliorate the article.   	test
0	 2014 (UTC) ::Nice to meet you. Thanks for your request. I sent you an email asking to talk because I wanted some more information.  19:18, 11 September	train
0	  == hi ==   point noted AliveFreeHappy    	train
0	  :No, it wasn't inadvertent. There's no mention of ever Butler living, working or studying in Chicago; indeed no mention of Chicago at all.  	test
1	 My balls are itching	train
0	  Explained in talk:Reptilian humanoid	train
1	 :Are you suggesting that I should start ass kissing instead? Is that what will get me further?   	train
0	  ==My civility== You sir have not had said IFD submitter stalking your edits for months, and submitting your uploaded content for IFD. I'll kindly ask you to step off and not get involved. Abu Badali has already been censured once for his behavior.   ☢ 	train
1	  == I'm going to punch you in the ovaries ==  That's right.  Right in the babymaker.  Get a fucking life.  	test
0	 Why This Can Not Become a Articule?? ==  == Help me write the articule 	train
0	  I totally agree with Local hero . In addition , Skanderbeg is the (only ) national hero of Albania ... and maybe the most important figure in Albania s history . I will also point out , that thats an odd rationale, very odd indeed .  Please do not remove established material without consensus .	test
0	Epicyclic gear ratios.png ==  Hi Wapcaplet. Your diagram Image:Epicyclic gear ratios.png has been nominated for delisting from Wikipedia:Featured pictures. Not for anything to do with the diagram, but simply because it is too small for current standards.  Do you still have the source, and could you possibly upload either (1) a larger version, or (2) a .svg version? SVG is of course preferred nowadays, and I am certain that it would save the image from delisting. Many thanks, ~  •    == 	train
0	   Please do not vandalize pages, as you did with this edit to Alamo Mission in San Antonio. If you continue to do so, you will be blocked from editing.    	train
0	 :It will be reviewed by myself and some others in due course of time. —    	train
0	"  ==New Pro-cannabis userbox==  {| cellspacing=""0"" style=""width: 238px; background: lightgreen;"" | style=""width: 45px; height: 45px; background: lightgreen; text-align: center; font-size: 14pt; color: black;"" | ''' | style=""font-size: 8pt; padding: 4pt; line-height: 1.25em; color: black;"" | This user is pro-cannabis, and opposes bigotry and oppression suffered by cannabis users. |}  Just add {{Template:Pro-cannabis user}}''' to your userpage, and the box at right will appear on it. Also, your user page will be listed on Category:Pro-cannabis Wikipedians.  Also, consider weighing in on the Wikipedia:Userbox policy poll.  Stand up and be counted while you still can,   "	train
0	 And the anti-tobacco movement was started after they formed government.	train
0	"   I'm citing the policy about notability of Albums, singles and songs! Ahem, that was your link! WP:NSONGS - Cite: ""Just wait until it charts and there will be no argument."" - That is also valid for you!! Just let the page as it is. Leave it alone!   "	dev
0	  Hey, its ok I love that word too!!!!	train
1	  == liar ==  that was all true you and your twisted family sit there at nights in a circcle wanking off over children and then you eat them with michael jackson i bet you were the one that dangled the baby out the hotel room.	train
0	"  *Oppose **Lara was moved/merged because the article as it stood was strictly a plot dumping ground for a character that could be summed up in a few lines. No real world context or critique was ever present. **This article is worse since the character has been pushed farther into the spotlight than just ""Superman's biological father"". Even with that, this is plot dump after plot dump with no real world commentary or critique. To be honest, based on what is here, if it could be condensed as the other articles merged as Lara (comics) were, pruning the comics plot and leaving the bare bones on the IOM, it should be. **The article on the Kents isn't much better. :-   "	train
0	REDIRECT Talk:Prima Paint Corp. v. Flood & Conklin Mfg. Co. 	train
0	 with a legitamate reason	train
0	  Look i have no idea what a tag is, or how to create them. i cannot work out how to delete these images   	train
0	" ===Another one=== {| class=""wikitable sortable"" style=""float:right;"" |- |+ Recent AfD nominations of beautycontestants by The Banner |- !Article !Nominator !Status (as of Sept 14) |- |align=""left""|Anastasia Chernova |align=""left""| |align=""left""|5 keep 0 delete |- |align=""left""|Sheillah Molelekwa |align=""left""| |align=""left""|1 keep 0 delete |- |align=""left""|Adrienne Murphy |align=""left""| |align=""left""|Keep |- |align=""left""|Tsakana Nkandih |align=""left""| |align=""left""|1 keep 1 delete |- |align=""left""|Celeste Marshall |align=""left""| |align=""left""|1 keep 1 delete |- |align=""left""|Winfrida Dominic |align=""left""| |align=""left""|1 keep 1 delete |- |align=""left""|Camila Vezzoso |align=""left""| |align=""left""|2 keep 1 delete |- |align=""left""|Farah Eslaquit |align=""left""| |align=""left""|3 keep 2 delete |- |align=""left""|Andrea Radonjić |align=""left""| |align=""left""|2 keep 1 delete |- |align=""left""|Ayako Hara |align=""left""| |align=""left""|4 keep 1 delete |- |align=""left""|Zhana Yaneva |align=""left""|The Banner |align=""left""|Keep |- |align=""left""|Marie-Noëlle Ada |align=""left""| |align=""left""|0 keep 0 delete |- |align=""left""|Laura Godoy |align=""left""| |align=""left""|2 keep 0 delete |- |align=""left""|Sara Chafak |align=""left""| |align=""left""|Keep |- |align=""left""|Lindsay Japal |align=""left""| |align=""left""|1 keep 1 delete |- |align=""left""|Abigail Hyndman |align=""left""| |align=""left""|Keep |- |align=""left""|Yéssica Mouton |align=""left""| |align=""left""|1 keep 1 delete 1 redirect |- |align=""left""|Laura Beyne |align=""left""| |align=""left""|2 keep 1 delete |- |align=""left""|Marcelina Vahekeni |align=""left""| |align=""left""|3 keep 1 delete 1 redirect |- |} ::(mostly copied from deletion page on Farah Eslaquit.) Wikipedia requires reasonable steps to search for reliable sources before nominating articles for deletion. It appears as if you, , have not been doing this. It appears as if you  have been rapid-fire AfDing numerous articles (see chart). As of 	2014	True	user	random	train
0	128287604.0	  ::Hi Tom.  Funny one.  )  I don't see the """"note below"""" that you refer to.  As far as insertion of the info in the lead sentence, see the note above our conversation for my thoughts.  The Wiki policy that I refer to, which is the focus of some people who focus more on their view of required format than they do on what is AWK, no doubt largely causes this problem.  I expect you don't have a problem with mention that someone is Latvian, say, in the lead ... and do not view that as AWK.  And, as you and our colleague in the above discussion point out, it was seem non-AWK to say """"Jewish"""" or """"Jew"""" either before or after the reference to Latvian.  But, where some people's reading of the Wiki format direction stops us from doing this, we are necessarily forced into a more awkward presentation.  What you say """"looks, feels, very awkward.""""  If I want to satisfy the format-is-most-important people, and I want to satisfy the AWK-is-most-important people, and still wish to reflect simply, in the text, that someone is Jewish, with no greater emphasis than mention of the fact that they are Latvian, I find that at times this can be challenging (depending on whether the interested parties wish to make the article better, or just like deleting or reverting the info, without putting it in a form that works for them and others).  There are, I expect, one or two other groups of editors out there.  One group just wishes to delete mention of the fact generally that people are Jewish.  Another group wishes to delete mention of the fact that people are Jewish if they believe it will help  or hurt  the image of Jews that they wish to propogate.  These two group, I expect, do not indicate what their true interest is, but cloak their arguments with psuedo-rationale argumentation.  Personally, while I personally support reflection that people are Jewish especially in the area of sportspeople, I would not delete such a reference where the person in question is not one that the Jews might be proud to call their own.  If it notable, as measured  and this is important  by reflection of the fact in multiple sources that are reliable and not connected, then I have no problem with """"good"""" or """"bad"""" people being identified as Jews, if that is the case ... the same as I have no problem with them being identified as Latvians.  I appreciate your comment that you are not trying to ethnically cleanse articles, as you put it.  I just had some people delete a category that I created, Jewish figure skaters.  It was deleted despite the fact that attempts to delete Jewish sportspeople and Jewish fencers, with largely the same arguments, recently, by the same people, did not result in deletion.  That is now up for deletion review.  If you could give me any thoughts as to your thinking on how to address this issue that would be great as well.  Cheers.  Have a great weekend.   """	train
0	   Well Hey There How are you  	train
0	 :Actually, SSRN does no fact checking themselves, it is simply a clearinghouse for already published material.  I'm sure you're aware of this. As such, this appears to be simply self-published material, unless you can point to the original point of publication.   	train
0	"  == Medcan posting ==  Can you please explain why you re-posted the information on the Danish Meta Study?  Your last message asked the 2 parties to reach out and discuss this to come to a conclusion.  Your information about the Danish Meta Study should not be on our page, it should be posted on the ""physical examination"" page.  I am going to remove this until you engage in a proper dialogue on why it should be posted on our Wikipedia listing.  You are publicly refuting and slandering the ideals of our business on a medium where you have no right to.  Wikipedia is about facts - the Danish meta study is not factual - ""casts doubt"" is used in the explanation.  That means they aren't certain that physical examinations are useful.  Please stop trying to police Wikipedia, and let facts be facts."	test
0	  == Spelling consistency ==  Landwehr or Landwehr? - I think the latter as it's not an English word.  Cuirassier or cuirassier? - I think the former as there have been cuirassiers back to the English Civil War.  Carabinier or carabinier? - I think the latter as it's not an English word.  La Haye or La Haie? - I think the latter for consistency with the map.    Zieten or Ziethen? - I think the latter for consistency with the map.    Regiment / regiment, Brigade / brigade, Corps / corps - we are all over the place with this. I think it should be uppercase when describing a specific formation (2nd Brigade) but lowercase when describing one generally (Lobau's corps, but VI Corps).  	train
1	  ::You're very clearly a dishonest idiot Bongwarrior, who ought to be desysopped without delay.   	train
0	Explain the difference between sperm (the mass noun or singulare tantum which refers to a substance, not the count noun which refers to a spermatozoon) and semen. I want a clear, definitive explanation with sources and references, if possible, because Wikipedia does not explain the difference accurately. 2004-12-29T22:45Z   Since no one wants to or is able to explain, I'm gonna write a disambiguation page, because the two homonymous words sperm (singulare tantum) and sperm (count noun) don't refer to the same concept, and since many articles which direct here refer to the mass noun instead of the count noun. 2004-12-29T22:45Z 	train
0	 ::For my own reference, http://en.wikipedia.org/wiki/Wikipedia:Miscellany_for_deletion/User:VigilancePrime/ACS . I'll look at it at some point.  Son of the Defender 	dev
0	 ;:I haven't. What are we talking about?   	train
1	   WORST CUSTOMER SERVICE EVARRRRRRRRR	train
0	Thank you. I won't need too much, so I do not believe I will get a co-adopter.     	train
0	 and its too frustrating a process to get them removed	train
0	  The first sentence in the article needs to be cleaned up. tildetildetildetilde	dev
0	 ::Thanks for your help.   	train
0	The Rollingstone is a better source than the Portuguese-Canadian National CongressPortuguese-Canadian National Congress one of the references you erased from her biography? What a revelation. The GuardianNelly Furtado, Loose is also a bad source for you to have erase it? Maybe you prefer The Times: .   I did not call you a xenophobic, read it again. I made reference to your reasons which is something very different. Who cares what is your nationality, this is not about you. Every time you try to diminish that she is Portuguese with your silly arguments you are just diminishing yourself.         	train
0	  WHOOO HOOOOOOOO BIG FONT    OOOOOOOHHHHHHHH WHAT NOW? im good at math &&&&&&& making cool pages. D 	test
0	  == A kitten for you! ==   Hi Someone not using his real name. Thanks for your good work on the encyclopedia. I wanted to talk with you about the Verasafe article on Wikipedia.  I see that the article references have been updated to meet the Wiki standards, and that there is one reference from the US Federal Government that specifically mentions Verasafe That particular reference makes mention of only 2 other similar companies in that context (both of which also have Wikipedia articles).       	train
0	This redirect connects the name Standard and Poor's currently uses in their list of S&P; 500 companies to the Wikipedia article for the same company.   	train
0	  ==BrokeNCYDE== Hi there. You were active in the previous AfDs for BrokeNCYDE, and on the article generally. Somebody has nominated it for deletion again, and considering your past interest, I thought it'd be fair to notify you about it, even though our views on their notability differs.   	train
0	  == Thanks ==  Hi, I saw your additions to the Maronite Church article. The overview section is very helpful but it would be even better if you cited your sources to avoid editors from contesting the passages. I hope you don't think of me as snooty but I'm having rather an unpleasant experience with POV motivated editors who make editing here a miserable experience and the only way to make things more transparent is to reference every passage. Kind regards.   	train
1	   because you are a tweeting cunt flap!!!!!!!	train
0	 == File:STDS9Ep107.jpg listed for deletion == A file that you uploaded or altered, File:STDS9Ep107.jpg, has been listed at Wikipedia:Files for deletion. Please see the discussion to see why this is (you may have to search for the title of the image to find its entry), if you are interested in it not being deleted. Thank you.  —❤☮☺M☯ 	train
0	"  ==ISSO 1999-2001== This was an operation done with full knowledge of top levels of the USG Intelligence Community who monitored it. Several former Soviet-bloc physicists were brought in as consultants including Dr. Valdimir Poponin, allegedly a personal acquaintance of Gorbachev's. We were interested in evaluating the controversial claims of ""Russian torsion field weapons"" and, therefore brought Gennady Shipov over from Moscow several times. On one trip Shipov lived with Sarfatti for about 2 weeks. Richard Hammond, and American physicist from Fargo working on torsion fields for US Navy at one time was brought in as well as R. Kiehn a former scientist for US SAC and retired professor from University of Houston.  Shipov worked with Akimov in Moscow who allegedly had strong military connections in the Soviet era. Sarfatti was the senior theorist on the American side of the ISSO core staff that included Saul-Paul Sirag. He arranged for Creon Levit to be borrowed from NASA AMES to run the daily operations of the project. Over a million dollars was given to SARA, a TRW spinoff DOD contractor in Huntington, Beach CA to further test a system developed by Jim Corum. Corum also wrote papers on ""The Philadelphia Experiment"" and had entre to the Tesla Archive in Beograd even during the Cold War. This was unusual. Corum later went to ISR in W.Va, a think tank doing exotic work with USG funds provided by Senator Robert Byrd and his Congressional counter-part in his home district. The key objective, of course, was to try to figure out how the ""saucers"" really flew. All of the key scientists had interest in that, with the possible exception of Hammond and Kiehn. Harold Puthoff was brought in as a consultant. Ken Shoulders was also involved as were many others whose schemes were tested. The key foreign figure was Professor J. P. Vigier from Paris who had been Louis DeBroglie's assistant for decades. Sarfatti arranged for a Telegraph Hill Penthouse for Vigier to spend extended periods meeting the scientists flowing through ISSO. Vigier and Levit made a trip to Budapest in 2000 to meet with two Serbian physicists  Z.Maric  & A. Dragic who were experimentally testing an exotic atomic energy release idea of Vigier's of obvious interest to USG Intelligence because of its WMD implications. See the paper ""On the possible Existence of Tight Bound States in Quantum Mechanics"". pp 349-356 of the same volume of one of Sarfatti's papers, i.e. Vol 126 of Fundamental Theories of Physics, ISBN 1-4020-0885-6. This is not a coincidence. There are few coincidences in ""this Looking Glass War Twilight Zone interface between physics and politics"" to quote Sarfatti in one of his more eloquent moments. ;-) In fact, ISSO paid most of the expenses for the meeting upon which the volume is based. Enuff said. I hope this helps to somewhat clarify Sarfatti's multiple roles in these events. Sarfatt is a kind of a canary in the mind shaft for MASINT. For example, he was quite alarmed about an immanent attack on important US Military targets in the Fall of 2001. Sarfatti wrote numerous e-mails on this during July & Aug 2001. It seems to be a case of precognitive remote viewing. Unfortunately, Sarfatti was not able to pinpoint the exact time and place of the attack (attacks). He had guessed Oct 2001 because of some big anti-space weapons rally by leftist groups scheduled for that time at Lockheed-Martin. [User:UFO_Black_Ops]]  Oct 16, 2005"	dev
0	REDIRECT Talk:John Grant Lawson	train
0	  == Speedy deletion of Template:User St-sw == A tag has been placed on Template:User St-sw requesting that it be speedily deleted from Wikipedia. This has been done under section T3 of the criteria for speedy deletion, because it is a deprecated or orphaned template. After seven days, if it is still unused and the speedy deletion tag has not been removed, the template will be deleted.  If the template is intended to be substituted, please feel free to remove the speedy deletion tag and please consider putting a note on the template's page indicating that it is substituted so as to avoid any future mistakes ({{transclusionless}}).  Thanks.   	test
0	 ::If you want to replace the exiting phrase (which is, as to me,  quite ok here) by you own words - go ahead. The tone you used when responding to NovaNova looks to me exactly as you said above - '...you mean to suggest someone is...' Maybe, it was not your intention but, please - do not try to mock or ridicule something you do not like or you do not understand. Also, forgive me for being outright this way. 	dev
0	  : Who is 'Wikipedia'? 	train
0	  == Bill Daily ==  Bill Daily is the man.  Expand this article heaps.   	train
0	 :Hey Jim. Good to see you around. You're right. I was on a no consensus tending towards delete, but not a clear delete because of the two Times of India sources (and one more source, again from the Times of India, that is visible on the search engines). What would you like me to do here? I can re-list the AfD if you might prefer that.   	train
0	  * That wasn't vandalism, that was a correct edit.    	train
0	"  == An important message ==  Block me. I can live with it.  The mess that's being made of Parker v District of Columbia is why Wikipedia can't rise above the level of a sophisticated Blog.  The ""Controversy"" section doesn't belong there in the first place, and the fact that you and other non-experts are issuing ""warnings"" indicates Wikipedia has become a sandbox for idiots.  Sorry I can't be more polite, but that's the long and short of it.     '"	dev
0	" :::Really, Supreme Deliciousness, why are you wasting everyone's time making a suggestion that have no chance of success under Wikipedia npov guidelines? Or is it just meant to be a distraction? ""Occupied"" implies a military occupation.   "	train
0	  It's all good, I mean, who else can claim they have info about such an obscure game like WR? Heh heh...	test
0	  :It is interesting to ponder where this transition occurs between a siphon that relies on cohesion and one that has only repulsion. To a first approximation, ignoring drag effects, if you take a siphon that is operating in vacuum and start lowering it into the atmosphere, the liquid in the tube above the lower reservoir will be in compression and without tension if its height above the surface of its reservoir is less than the barometric height at that ambient pressure. The liquid above the barometric height will be in tension. Thus a siphon at low pressures or an extremely tall siphon, could be operating with BOTH the chain model AND the atmospheric model at the same time! But as the barometric height exceeds the crest of the siphon, as is typical in practical siphons, there would be no more tension, and the chain model would no longer apply.   	test
0	 there are no exceptions	train
